title,year,genres,duration,directors,actors,rating
tt2229499,2013,"Comedy, Drama, Romance",90,nm0330687,"nm0330687, nm0424060",6.5
tt8394314,2019,"Crime, Horror, Thriller",97,nm7248250,"nm7728755, nm7903324, nm5992202, nm5734176, nm7380342",5.2
tt0020673,1931,"Adventure, Romance, War",79,nm0107543,"nm0566521, nm0285391, nm0883199",5.4
tt0102729,1991,"Comedy, Crime, Mystery",96,nm0850958,"nm0001737, nm0000418, nm0445992, nm0910737",5.9
tt0069897,1973,"Action, Crime, Thriller",90,nm0384335,"nm0000427, nm0103468, nm0233306",6.8
tt0285214,1994,"Drama, Family",83,"nm0367822, nm3172831","nm0039226, nm0558726, nm0005522",5.1
tt0068414,1971,"Comedy, Horror",72,nm0586399,"nm0448505, nm0446705",4.0
tt1721494,2011,"Crime, Drama",90,nm3670185,"nm4565529, nm0006439, nm0545687",5.9
tt0104613,1992,Thriller,94,nm1923196,"nm0000461, nm0001826, nm0701561, nm0259799",4.6
tt0267804,2001,"Action, Sci-Fi, Thriller",87,nm0939128,"nm0001472, nm0001303, nm0005148",5.9
tt0119518,1997,"Crime, Drama",92,nm0222738,"nm0045937, nm3143272, nm0000312",5.6
tt0046351,1953,"Sci-Fi, Thriller",76,nm0279807,"nm0003318, nm0058982, nm5207607",5.1
tt0382357,2004,"Drama, War",123,nm0000694,"nm0931329, nm0225963",6.4
tt0072308,1974,"Action, Drama, Thriller",165,nm0347086,"nm2588606, nm0000056, nm0390279",7.0
tt0084786,1982,"Action, Comedy",87,nm0393212,"nm0950932, nm0000029, nm0561250, nm0403131",5.7
tt0032457,1940,"Crime, Mystery, Thriller",68,nm0631438,"nm0000472, nm0721851, nm0936728, nm0873845, nm0700084",5.5
tt2383068,2013,"Horror, Thriller",99,nm1488800,"nm1846132, nm1410105, nm2310589",6.1
tt0036518,1943,"Action, Drama, Romance",103,nm0712639,"nm0703689, nm0350374",6.1
tt0027687,1936,"Comedy, Family",68,nm0337586,"nm0000012, nm0107575, nm0657874",6.4
tt0101891,1991,"Drama, Music",121,nm5753352,"nm5753352, nm5196029, nm0502442, nm0502015, nm0140792",7.6
tt0079875,1979,Drama,108,nm0770234,"nm0000257, nm0364455, nm0000658, nm0001800",6.0
tt0167215,1999,"Action, Drama, Sci-Fi",97,nm0744985,"nm0344603, nm0000374, nm0001368, nm0951420",3.9
tt0026129,1935,"Crime, Drama",90,nm0562845,"nm0612847, nm0000012, nm0512267",6.9
tt0322259,2003,"Action, Crime, Thriller",107,nm0005436,"nm1512937, nm0879085",5.9
tt0158792,1998,"Drama, Thriller",90,nm0496863,"nm0382866, nm0366141, nm0316274, nm0602941, nm0249982",6.3
tt3730510,2015,Comedy,82,nm2361811,"nm0794896, nm0350079, nm4555401, nm0206257",5.3
tt3886604,2016,"Comedy, Drama, Romance",100,nm3590476,"nm3006818, nm0000690, nm1880888, nm0004965, nm1336827",5.6
tt4907976,2017,"Crime, Drama, Thriller",80,nm5357828,"nm0752799, nm6570867, nm5728120",4.1
tt0083254,1981,Comedy,98,nm0711114,"nm0000331, nm0000402, nm0000781",5.5
tt0145660,1999,"Action, Adventure, Comedy",95,nm0005366,nm0000196,6.6
tt0479500,2007,"Comedy, Crime, Family",99,nm0281598,"nm0731075, nm1069180",5.9
tt0079429,1979,"Action, Drama, Romance",93,nm0853546,"nm0552863, nm0001066",6.2
tt0035477,1942,"Adventure, Comedy, Romance",91,nm0896533,"nm0001452, nm0355756, nm0236990",6.0
tt0036999,1944,"Horror, Sci-Fi, Thriller",86,nm1302358,"nm0707843, nm0035159, nm0002233",5.7
tt0037711,1945,"Drama, Horror, Mystery",72,nm0002542,"nm0958345, nm0041172",5.3
tt0027807,1936,"Comedy, Crime, Romance",70,nm0005847,"nm0219666, nm0107574, nm0479011, nm0183918",6.3
tt0129211,1996,"Drama, Action, Crime",99,nm0509028,"nm0338888, nm0775438, nm0606009, nm0611673",5.1
tt0097958,1989,Comedy,97,nm0154819,"nm0000331, nm0000350, nm0000496",7.6
tt0061927,1967,"Comedy, Romance",93,nm0232795,"nm0000493, nm0266187, nm0561938, nm0915615",5.5
tt3448124,2014,Horror,94,nm0265541,"nm0004193, nm5688481",3.2
tt0257516,2005,"Comedy, Horror",97,nm0000127,"nm0005577, nm0616550, nm0002436",5.0
tt1478839,2019,"Comedy, Drama, Romance",109,nm0193508,"nm0000126, nm0893257, nm4467076",7.6
tt0031907,1939,"Comedy, Music",85,nm0485647,"nm0377012, nm0000061, nm0884964",6.4
tt0065832,1970,"Adventure, Comedy, Fantasy",91,nm0782381,"nm0822205, nm0000216, nm0519678",3.3
tt0093036,1987,"Drama, Mystery, Thriller",93,nm0089177,"nm0001221, nm0005481",5.8
tt5040202,2018,"Action, Crime, Thriller",109,nm0171825,"nm1439204, nm0000680, nm0709095",5.0
tt5020372,2016,Action,86,nm2662500,"nm2584392, nm1074508, nm0242954",4.1
tt7620746,2018,Thriller,89,nm0791140,"nm0603413, nm2213431, nm7484366, nm7314181",5.3
tt1552224,2014,"Action, Adventure, Drama",99,nm4314513,"nm2843513, nm0910844, nm0000115",4.6
tt0041251,1949,"Crime, Drama, Film-Noir",91,nm0788058,"nm0573640, nm0728812, nm0887887, nm0179786, nm0257466",6.6
tt0110306,1994,"Drama, Romance",90,nm0000837,"nm0000090, nm0001882, nm0822034",6.4
tt3824412,2015,"Comedy, Romance",105,nm1216004,"nm0001602, nm1130627, nm0180984, nm0000931",5.4
tt0299014,2004,"Comedy, Fantasy, Horror",83,nm0191036,"nm0256040, nm0718693, nm0168201, nm0045322",5.4
tt2965412,2014,"Comedy, Drama, Romance",91,nm1322753,"nm0519043, nm5236664, nm0935721, nm0002536, nm1635034",6.8
tt2313112,2015,"Drama, Romance",103,nm1102709,"nm0209113, nm4886518, nm1091782, nm2258705",4.7
tt0065603,1966,"Drama, Horror",90,nm0502479,"nm0297386, nm0890645, nm0305182",4.0
tt0071746,1974,"Biography, Drama",111,nm0002080,"nm0000163, nm0674781",7.6
tt0398913,2006,"Action, Adventure, Mystery",87,nm0477035,"nm0005326, nm1226817, nm0883480",4.8
tt0094021,1987,"Action, Comedy, Crime",101,nm0002726,"nm0008660, nm0001900, nm0001044",4.8
tt1615918,2011,"Animation, Adventure, Comedy",87,nm2396944,"nm0497485, nm0189144, nm2809577",4.3
tt2040504,2014,"Comedy, Romance",104,nm0629191,"nm2258164, nm0809720, nm0001496, nm0542000",5.0
tt0066262,1970,Drama,105,nm0770234,"nm0001159, nm0697587, nm0511798",6.6
tt0083584,1982,Drama,120,nm0314340,"nm8070826, nm0085904, nm0086887, nm0282240",6.2
tt0084787,1982,"Horror, Mystery, Sci-Fi",109,nm0000118,"nm0000621, nm0000979, nm0141953",8.1
tt5657856,2017,"Action, Crime, Drama",132,nm0951975,"nm0000681, nm1358539, nm0000467",7.1
tt1826684,2011,"Drama, Thriller",73,nm3046419,"nm3338354, nm3046419, nm1494818",5.4
tt1591071,2012,Comedy,90,nm0780934,"nm1046493, nm2285577, nm3076994",5.9
tt1928335,2012,"Action, Crime, Thriller",86,nm3450267,"nm0582257, nm0514904, nm2932738, nm3038332",4.4
tt3569356,2014,"Comedy, Drama, Romance",93,nm3507289,"nm3507289, nm0473873, nm6342949, nm2741657",4.1
tt2316204,2017,"Horror, Sci-Fi, Thriller",122,nm0000631,"nm1055413, nm2239702, nm0001082",6.4
tt0049471,1956,"War, Drama",103,nm0623768,"nm0916067, nm0002108, nm0281866",7.4
tt0026992,1935,"Action, Crime, Drama",76,nm0550892,"nm0399955, nm0003110, nm0127677",6.8
tt0313459,2003,"Crime, Drama, Romance",98,nm0629191,"nm0020354, nm0000499, nm0751638, nm0000465",4.4
tt0096030,1988,"Music, Romance",97,nm0203246,"nm0740875, nm0367696, nm0023169",5.0
tt0045932,1953,"Crime, Drama, Film-Noir",69,nm0836328,"nm0001766, nm0837959, nm0576127, nm0007342",6.8
tt0029108,1937,"Adventure, Drama, Romance",78,nm0711855,"nm0003123, nm0001695, nm0000048",6.4
tt5170810,2016,"Horror, Thriller",89,nm0900251,"nm0629697, nm0005009, nm0854676",4.7
tt2388771,2018,"Adventure, Drama, Fantasy",104,nm0785227,"nm0000288, nm0000949, nm1212722, nm0365140",6.5
tt0090840,1986,"Drama, Family",94,nm0788454,"nm0000799, nm0041281, nm0582773",6.4
tt0048522,1955,"Adventure, History",82,nm0401680,"nm0000348, nm0588125, nm0058001, nm0641397",6.3
tt0256380,2001,"Comedy, Drama, Fantasy",114,"nm0268370, nm0268380","nm0000569, nm0085312, nm0004517, nm0899995",5.9
tt5486552,2017,"Horror, Thriller",76,nm1317662,"nm1519500, nm1317662, nm5783396",4.8
tt0031406,1939,Western,56,nm0434908,"nm0420370, nm0112122, nm0588329, nm0104734",5.2
tt0039245,1947,"Music, Romance",97,nm0711855,"nm0371376, nm0893584",5.9
tt0080487,1980,"Comedy, Sport",98,nm0000601,"nm0000331, nm0001098",7.3
tt0022177,1931,"Drama, Romance",72,nm0215877,"nm0199841, nm0832011, nm0528908, nm0000951",5.6
tt0805570,2008,"Horror, Mystery, Thriller",98,nm0457565,"nm0177896, nm0004753, nm0000222",6.0
tt0233699,2000,"Comedy, Drama",90,nm0001162,"nm0456507, nm0223249",5.5
tt0120417,1998,Drama,96,nm0759574,"nm0000670, nm0001759, nm0001572",5.7
tt0036105,1943,Musical,76,nm0485647,"nm0001362, nm0002149, nm0686032, nm0693910",6.1
tt1079447,2008,Comedy,86,nm0478713,"nm0001474, nm2739362, nm1964749, nm1909108, nm0357011",2.1
tt0078007,1978,"Action, Adventure",90,nm0682309,"nm0000516, nm0664273, nm0002072, nm0001181",3.7
tt0023594,1932,"Drama, Romance",77,nm0001328,"nm0000064, nm0035159, nm0423685",6.4
tt0167107,1998,Horror,87,nm0490370,"nm0078940, nm0001643",4.6
tt0251057,2001,"Action, Crime, Drama",104,nm0332392,"nm0000287, nm0781218, nm2525934, nm0000284",5.0
tt0190577,1998,"Action, Adventure, Crime",99,nm0150503,"nm0001154, nm1207772",4.7
tt0064679,1969,"Drama, Romance",97,nm0218840,"nm0000733, nm0516972",6.6
tt2345695,2012,Horror,83,nm1781563,"nm2212806, nm4008948, nm3958486",2.4
tt1160907,2008,"Comedy, Drama",93,nm0881135,"nm2350551, nm2373966, nm1762209",2.9
tt0085838,1983,"Drama, Romance",110,nm0000626,"nm0341710, nm0356284, nm0222973, nm0376481, nm0000626",6.7
tt0067145,1971,"Action, Drama, Crime",92,nm0197514,"nm0259079, nm0021690, nm1151801, nm0207979",4.2
tt0243759,2001,"Musical, Comedy, Sci-Fi",91,nm0563826,"nm0563826, nm0803157, nm0177056, nm0325390, nm0710447",7.1
tt0278422,2003,Comedy,94,nm0831339,"nm0370036, nm0056342, nm0266198",5.1
tt0028799,1937,Comedy,62,nm0127511,"nm0452128, nm0580916, nm0653892",6.0
tt0066553,1970,Drama,93,nm3351163,"nm0136955, nm0739213, nm0021754",3.8
tt0377309,2005,"Drama, Romance, Thriller",95,nm0706296,"nm0000708, nm0111639, nm1591620",4.9
tt6887540,2018,"Comedy, Drama",120,nm1169526,"nm0002033, nm9002097, nm9002098",6.9
tt0096794,1989,"Drama, Fantasy, Romance",122,nm0000229,"nm0000377, nm0000456",6.4
tt0029050,1937,"Crime, Drama, Romance",78,nm0763453,"nm0001766, nm0566948",6.9
tt0415856,2007,"Drama, Music",102,nm1380487,"nm0266824, nm0292582, nm2265157, nm0001453, nm0001556",6.3
tt6038042,2019,"Comedy, Crime",99,nm0582939,"nm0582939, nm0005068, nm0131781",5.8
tt0234652,2000,"Crime, Horror, Thriller",87,nm0093051,"nm0000680, nm0001595, nm0000616",2.6
tt0117008,1996,"Comedy, Family, Fantasy",98,nm0000362,"nm0933798, nm0000362, nm0674231, nm0001110",6.9
tt5934788,2016,Horror,95,nm5047815,"nm0056963, nm4140484, nm4100980",1.9
tt0377057,2004,Comedy,90,nm0959034,"nm0000107, nm0179173, nm0001633, nm0000276",5.2
tt2576002,2014,Drama,84,nm3634161,"nm0093242, nm5423938, nm5140715, nm5443707",3.3
tt6018036,2016,Horror,79,nm4468159,"nm6156476, nm4468159, nm5942273, nm8401149",6.2
tt1946502,2019,"Animation, Adventure, Comedy",87,nm0038432,"nm0001384, nm1225628, nm1627901",5.0
tt0020359,1929,"Drama, Romance, Sport",84,"nm0124878, nm0285713","nm0639563, nm0151377",5.5
tt0044506,1952,"Action, Comedy, Music",67,nm0936823,"nm0020942, nm1405361, nm0443135",6.3
tt0032135,1939,"Crime, Drama, Romance",65,nm0532561,"nm0404046, nm0623684, nm0446771, nm0307326",6.6
tt0062704,1968,Sci-Fi,103,nm0854358,"nm0002053, nm0259152, nm0626728",5.5
tt3611002,2015,"Drama, Horror, Thriller",90,nm1847756,"nm0428122, nm1640351",5.1
tt2070597,2012,"Comedy, Drama, Romance",100,nm1342578,"nm0312822, nm2024644, nm3983272, nm2660010",6.2
tt0268397,2001,"Animation, Action, Adventure",82,nm1053862,"nm0146903, nm0213648, nm0220635",6.0
tt0787495,2007,"Comedy, Horror",93,nm1324090,"nm1080181, nm0358669, nm0004929, nm0203221",5.6
tt8145202,2020,Comedy,103,nm0003948,"nm9668853, nm5589690",5.1
tt0374569,2008,"Biography, Drama, History",135,nm0001752,"nm0065007, nm0763928, nm0001125",6.9
tt0473464,2007,"Drama, Thriller",89,nm0225109,"nm1223023, nm0006958, nm1194672, nm0001574",5.5
tt0285963,2001,"Comedy, Romance",103,nm0464180,nm0034519,6.8
tt0120424,1997,"Action, Thriller",92,nm0668292,"nm0892455, nm0072344, nm0257950",5.7
tt0030079,1938,"Drama, Romance",80,nm0801717,"nm0707023, nm0002104, nm0550701, nm0001805",6.3
tt0387564,2004,"Horror, Mystery",103,nm1490123,"nm1191481, nm0000144",7.6
tt0065579,1970,"Action, Comedy, Crime",97,nm0001115,"nm0131387, nm0820566, nm0516865, nm0655142",6.5
tt0425151,2006,"Crime, Drama, Thriller",99,"nm1371900, nm3250026","nm0000411, nm0068622",6.0
tt0120640,1998,"Drama, Thriller",108,nm0806293,"nm0000457, nm0665082, nm0000481",6.0
tt0023488,1932,"Drama, Romance",98,nm0291548,"nm0790454, nm0545298, nm0001366, nm0373773, nm0285391",6.9
tt0256155,2001,"Action, Adventure, Fantasy",96,nm0173843,"nm0000920, nm0000771, nm0934463, nm0032139",3.2
tt0041855,1949,"Drama, Family",92,nm0928208,"nm1909137, nm0550912, nm0001777, nm0178066",7.5
tt1308094,2009,"Drama, Romance",72,nm1846132,"nm1422176, nm0006437, nm2049889",5.1
tt0020679,1930,"Crime, Mystery, Thriller",65,nm0878338,"nm0001635, nm0101954, nm0657874",6.2
tt3109072,2016,"Horror, Thriller",80,nm2030932,"nm3566346, nm0086715, nm5863703, nm4539269, nm5863704",4.1
tt8976710,2019,Comedy,97,nm1639277,"nm0005541, nm2620667",4.4
tt7394816,2019,"Action, Thriller",97,nm4314513,"nm0000115, nm0000463, nm0243806",4.9
tt0041902,1949,"Comedy, Drama",88,nm0485647,"nm0001362, nm0000840, nm0218131",6.9
tt0083365,1981,"Drama, Musical",103,nm0883609,"nm0883639, nm0001579, nm0014493, nm0002033",6.8
tt0043320,1951,"Crime, Drama, Film-Noir",65,nm0270765,"nm0409871, nm0860471, nm0114847",5.6
tt0932661,2009,"History, War",100,nm0996569,"nm1559935, nm0077720, nm0344603",2.9
tt3304756,2015,"Horror, Sci-Fi",80,nm2122898,"nm4840377, nm2970589",3.0
tt0035883,1943,"Drama, War",88,nm0002188,"nm0643353, nm0000731, nm0260722",6.5
tt5779650,2012,"Animation, Action, Adventure",78,nm1806948,"nm0001705, nm0240380, nm0005172",1.8
tt0093493,1987,"Comedy, Fantasy, Romance",90,nm0331998,"nm0000530, nm0000326, nm0001268, nm0000652",5.9
tt0036046,1943,"Action, Adventure, Drama",82,nm0880618,"nm0001017, nm0814216, nm0866010",4.6
tt0082094,1981,"Horror, Sci-Fi, Thriller",95,nm0176702,"nm0049754, nm0564985",5.6
tt0354766,2004,"Action, Crime, Drama",88,nm0225416,"nm0229422, nm1013003, nm0796676",5.7
tt2404311,2013,"Comedy, Crime, Thriller",111,nm0000108,"nm0000134, nm0000201, nm1872698, nm2649720",6.3
tt0292996,2001,"Comedy, Family, Fantasy",84,nm0002459,"nm1317689, nm1032683, nm1026035",3.4
tt2122424,2013,Horror,82,nm1408696,"nm0569753, nm4560989, nm4791129",4.2
tt0024816,1934,"Comedy, Drama, History",79,nm0478441,"nm0000909, nm0545298, nm0604656",6.1
tt0028029,1936,"Drama, Romance",87,nm0341486,"nm0837925, nm0000071, nm0001537, nm0593372, nm0574743",6.7
tt1470023,2010,"Action, Comedy",90,nm1672246,"nm0287182, nm1325419, nm0000202, nm0000174",5.5
tt0116000,1996,"Action, Comedy, Drama",104,nm0509409,nm0000389,5.5
tt0117457,1996,"Drama, Sport",94,nm0571283,"nm0185475, nm1227252, nm0216937",4.8
tt0117550,1996,Comedy,97,nm0613981,"nm0001356, nm0823155",2.6
tt7948854,2018,"Horror, Thriller",79,nm8277760,"nm8277760, nm3062869, nm9597008, nm9597006",3.2
tt2554274,2015,"Drama, Fantasy, Horror",119,nm0868219,"nm1985859, nm1567113, nm1089991",6.5
tt6850766,2018,Comedy,81,nm3322482,"nm3352434, nm4738115, nm2790055, nm0397445, nm1926948",5.3
tt0104570,1991,"Action, Adventure, Drama",107,nm0381638,"nm0467563, nm1180409, nm0467559",5.7
tt0036667,1944,"Action, Comedy, Crime",62,nm0064415,"nm0329832, nm0355653",5.2
tt2364841,2013,"Crime, Thriller",88,nm1026778,"nm0005493, nm0000255, nm2605345, nm1107001, nm3967796",5.6
tt0033836,1941,"Drama, Romance",116,nm0943758,"nm0000012, nm0550912",8.0
tt0045745,1953,"Crime, Drama, Film-Noir",80,nm0337103,"nm0641454, nm0336531, nm0930776, nm0585506",6.2
tt0089888,1985,"Drama, Music, Romance",89,nm0420924,"nm0000369, nm0126160, nm0000986",4.7
tt0465580,2009,"Action, Sci-Fi, Thriller",111,nm0006476,"nm1225406, nm0340408, nm0005023, nm0266824",6.1
tt0103128,1991,Comedy,93,nm0485274,"nm0377901, nm0001449, nm0485274",5.0
tt0449089,2006,"Adventure, Comedy, Family",99,nm0001756,"nm0000245, nm0385644, nm1685658",5.5
tt0450232,2006,"Action, Crime, Drama",102,nm0001149,"nm0000246, nm0080049, nm0001556, nm0827735",6.6
tt0210953,2002,"Crime, Drama",91,nm0708545,"nm0004286, nm0784833, nm0889846",5.7
tt0181151,2000,"Comedy, Sci-Fi",105,nm1643802,"nm0788009, nm0000906",5.6
tt5898630,2017,"Crime, Drama, Thriller",96,nm5554345,"nm2261396, nm0001617, nm0000874, nm0001803",5.1
tt0184881,1981,"Animation, Action, Drama",135,nm0727336,"nm0376588, nm0637586, nm0056532",7.0
tt0068326,1972,"Comedy, Drama, Music",109,nm0441501,"nm0000443, nm0001902, nm0373012",7.2
tt0446298,2006,"Drama, Thriller",98,nm1199954,"nm0470245, nm0558182, nm0771493",6.2
tt0064708,1969,"Adventure, Family",100,nm0164044,"nm0248334, nm0000942, nm0927810",6.6
tt0087843,1984,"Crime, Drama",229,nm0001466,"nm0000134, nm0000249, nm0001527, nm0001852, nm0001839",8.4
tt2343473,2013,"Action, Drama, Sci-Fi",81,nm4990603,"nm1440936, nm4990757",3.5
tt0090866,1984,"Drama, Horror, Thriller",91,nm0320546,"nm0002850, nm0832529, nm0536136, nm0515362",6.4
tt0040558,1948,"Drama, History, War",92,nm0000080,"nm0000080, nm0634282, nm0641397",7.5
tt0082121,1981,"Comedy, Drama",94,"nm0779641, nm0776319","nm0001640, nm0001807, nm0709337",6.1
tt0063050,1968,Drama,123,nm0589228,"nm0000273, nm1621079, nm0540992",7.6
tt0048314,1955,Adventure,69,nm0066247,"nm0790788, nm0606998, nm0354978",5.9
tt0272590,2001,"Crime, Drama, Thriller",96,nm0284409,"nm0498165, nm0276185, nm0395428",6.1
tt0300532,2002,"Drama, Romance, Sport",104,nm0007082,"nm0098378, nm5600988, nm0735442, nm1149633",5.7
tt0053727,1960,Drama,91,nm0428572,"nm4131635, nm0005217, nm0934595",4.9
tt2004419,2013,"Horror, Thriller",90,nm1442694,"nm4155898, nm3355990",4.9
tt3581478,2014,Horror,97,nm4705143,"nm6341214, nm5587832, nm5255291",4.7
tt0099447,1987,"Action, War",93,nm0769349,"nm0939619, nm0821245",4.8
tt3093286,2016,"Drama, Mystery, Thriller",90,nm1789315,"nm1139297, nm5957276, nm1671780",5.4
tt10540242,2020,"Action, Comedy, Family",101,nm1015063,"nm3695624, nm0036651, nm1269723",4.7
tt5460530,2017,"Action, Crime, Drama",99,nm0552565,"nm0000115, nm0404307, nm5145057",5.2
tt8707922,2019,"Comedy, Romance",94,nm1435237,nm1275259,5.3
tt0138311,1964,Comedy,57,nm0002049,"nm0574929, nm0031386, nm0962192",5.7
tt0082052,1981,Music,86,nm0541900,"nm1952567, nm0919309, nm0853831, nm0144801",4.9
tt0052819,1960,Western,72,nm0390402,"nm0185883, nm0896015, nm0118000",6.1
tt1504489,2012,"Comedy, Family, Romance",81,nm1785613,"nm0330913, nm0592874, nm0621597",6.0
tt0454962,2007,"Comedy, Family, Music",90,nm0909022,"nm1775214, nm1508859, nm0005579",5.7
tt8503618,2020,"Biography, Drama, History",160,nm2371802,"nm4377526, nm0325989, nm2676147",8.7
tt0105291,1992,"Biography, Crime, Drama",110,nm0533334,"nm0650685, nm0000145",5.5
tt0043959,1951,"Drama, Romance, Western",89,nm0368871,"nm0000061, nm0001333, nm0549280",7.1
tt0044486,1952,"Drama, Romance",118,nm0943758,"nm10435467, nm3917514, nm0394244, nm0000734",7.3
tt0069162,1972,Horror,91,nm0288958,"nm0822685, nm0803900",3.4
tt0084826,1983,Western,86,nm0396421,"nm10468913, nm0065235, nm0211380",5.6
tt1728973,2011,"Horror, Thriller",88,"nm3770762, nm2776253","nm0361331, nm3770762",4.2
tt0103959,1989,"Comedy, Horror",86,nm0396017,"nm0741454, nm0137365, nm0619031",4.1
tt1966465,2012,"Biography, Drama",97,nm1088738,"nm0040015, nm0005325, nm3265071",5.9
tt0069736,1973,"Drama, Mystery",99,nm0670282,"nm0852331, nm0000020, nm0000918",5.3
tt0427910,2005,Drama,93,nm1759031,"nm1757396, nm2279995, nm2025913",4.7
tt0096364,1988,"Drama, Horror, Thriller",93,nm0565669,"nm0930806, nm0899114, nm0590351",4.3
tt5889292,2017,"Action, Drama",87,nm1034909,"nm0004738, nm0391738, nm0117374, nm7468875",5.1
tt0828159,2003,Horror,86,nm1791061,"nm1824965, nm2334736, nm2326533",2.6
tt3096858,2016,"Comedy, Horror, Thriller",95,"nm1083610, nm1061418",nm0909578,5.6
tt0079442,1979,"Comedy, Drama",105,nm0099592,"nm10468913, nm0000947",5.6
tt1218510,2009,"Adventure, Crime, Drama",84,"nm2281177, nm0091194","nm0674101, nm2344138, nm2982831, nm0126337",6.1
tt0040555,1948,"Drama, Musical, Romance",86,nm0272059,"nm0483787, nm0599787, nm0215260",6.0
tt6473542,2019,"Action, Thriller",72,nm5859010,"nm1926300, nm0329511, nm2586351",4.2
tt0182374,1997,"Action, Drama, Thriller",97,nm0316151,"nm0595702, nm0706883, nm0513271, nm0515532",2.5
tt1618442,2015,"Action, Adventure, Fantasy",106,nm0252135,"nm0004874, nm3310211, nm0000704, nm0959963, nm0654240",6.0
tt3629032,2017,Horror,108,nm1637798,"nm2403367, nm4951218, nm0385288",3.0
tt0067030,1971,Comedy,76,nm0684719,"nm0001640, nm1674443, nm0222095",4.8
tt0050483,1957,Comedy,99,nm0000037,"nm0000037, nm0479209, nm0714878",5.8
tt0051418,1958,"Horror, Sci-Fi",86,"nm0947105, nm0234893","nm2588606, nm0181080",6.4
tt0018742,1928,"Comedy, Drama, Family",76,"nm0781292, nm0000036","nm0000036, nm0206496, nm0329467, nm0102718",8.1
tt2400016,2013,"Horror, Mystery, Sci-Fi",80,nm0022940,"nm1941942, nm0342957, nm1081748, nm1130991, nm1569635",5.2
tt0056241,1962,"Biography, Drama",106,nm0671957,"nm0000843, nm0430460",8.1
tt0107220,1992,Comedy,93,nm0506461,"nm0031078, nm0000099, nm0000928, nm0001068, nm0004883",5.5
tt2147225,2012,"Action, Crime, Drama",95,nm1922660,"nm2297741, nm4143944",5.3
tt0082406,1981,"Animation, Adventure, Drama",83,"nm0075859, nm0723704","nm0001682, nm0000621, nm0047440, nm0016776",7.3
tt0780504,2011,"Crime, Drama",100,nm0716347,"nm0331516, nm1659547, nm0186505",7.8
tt0119569,1998,"Music, Comedy, Drama",87,nm0734319,"nm0001968, nm0000114, nm0000348",4.5
tt0345551,2003,"Comedy, Drama, Romance",107,nm0184947,"nm1302182, nm0709095, nm0072435",7.0
tt0090750,1986,"Comedy, Horror",92,nm0540075,"nm0414539, nm0865220, nm0200725, nm0369559",4.3
tt6556890,2017,"Animation, Action, Adventure",74,nm0515005,"nm0175834, nm1851981, nm0108295",5.9
tt0030548,1938,"Romance, Western",58,nm2633477,"nm0639563, nm0206478, nm0926072, nm0276354",6.0
tt0053213,1959,"Crime, Drama",72,nm0288635,"nm0658250, nm0189754, nm0686857",2.7
tt0109906,1994,"Crime, Drama",109,nm0122344,"nm0026687, nm3061531, nm0090225, nm0788375",6.2
tt3499176,2017,"Crime, Drama, Thriller",96,nm0331577,"nm0001108, nm0331577",3.8
tt1524131,2010,"Action, Comedy, Drama",100,nm0914368,"nm0275417, nm0002124",5.2
tt0034104,1941,Western,54,nm0864006,"nm0599787, nm0397486, nm0056719, nm0731376",5.8
tt0080412,1980,"Comedy, Crime, Drama",103,nm0589228,"nm0000336, nm0001725, nm0086867",6.0
tt0109518,1994,"Action, Sci-Fi",97,nm0278735,"nm0103196, nm0402974, nm0682389",3.7
tt2925410,2015,"Crime, Drama, Thriller",86,nm2782740,"nm4621459, nm0670204, nm3222454, nm1005712, nm0182882",2.8
tt1433811,2012,"Drama, Thriller",115,nm0748066,"nm0000867, nm0204706, nm0342029, nm0638824",7.5
tt1815746,2011,"Comedy, Horror, Sci-Fi",93,nm2832966,"nm2267725, nm3468327, nm2427168",3.9
tt0026126,1935,Comedy,80,nm0395023,"nm0491048, nm0001316",6.9
tt0318374,2003,"Drama, Romance",101,nm0962269,"nm0000513, nm0000285",6.9
tt0027110,1935,"Crime, Drama, Music",68,nm0782707,"nm0853079, nm0115597",6.1
tt0085980,1983,Comedy,97,nm0101055,"nm0443268, nm0490402, nm0565211, nm0104745",5.3
tt5843850,2017,"Crime, Drama, Romance",86,nm2197025,"nm0000932, nm0185819, nm4045841",5.0
tt0424340,1998,Drama,57,nm1107383,"nm1717645, nm1717233",5.2
tt0245866,2001,"Horror, Thriller",88,nm0561879,"nm0427521, nm0640039, nm0005097",3.4
tt6306064,2018,"Action, Adventure, Biography",96,nm0466349,"nm0940362, nm3510471, nm0859005",6.6
tt0070736,1973,"Action, Crime, Drama",95,nm0935382,"nm0000314, nm0000842, nm0173438, nm0467178, nm0001205",6.2
tt0075990,1977,"Horror, Mystery, Sci-Fi",88,nm0371080,"nm6928601, nm0528987",3.0
tt0046004,1953,"Drama, Family",80,"nm0039107, nm0257129","nm0108298, nm0193705, nm0930865, nm0498447",7.5
tt0024307,1933,Drama,72,nm0045800,"nm0290215, nm0847939, nm0268225, nm0865298",6.5
tt0051636,1958,"Action, Romance, Western",100,nm0368871,"nm0614919, nm0890215, nm0932629, nm0000454, nm0035866",6.9
tt10933680,2020,Action,97,nm0425364,"nm0012078, nm0541909, nm0000642",5.7
tt0038494,1946,"Crime, Mystery",76,nm0624756,"nm0001651, nm0115558, nm0605685",6.9
tt2771200,2017,"Family, Fantasy, Musical",129,nm0174374,"nm0914612, nm1405398, nm1812656",7.1
